id,lhs,support,confidance,lift
73,"Organic Baby Spinach, Organic Tomato Cluster,  ",0.003182011030972,0.043731778425656,2.25302298905511
74,"Organic Baby Spinach, Organic Whole String Cheese,  ",0.004242681374629,0.058309037900875,2.72147331351211
75,"Organic Baby Spinach, Organic Yellow Onion,  ",0.006364022061943,0.087463556851312,2.38325553177506
76,"Organic Baby Spinach, Organic Zucchini,  ",0.006470089096309,0.088921282798834,3.03749947183843
77,"Organic Baby Spinach, Yellow Onions,  ",0.003075943996606,0.042274052478134,2.0028128983108
78,"Organic Blackberries, Organic Raspberries,  ",0.003182011030972,0.165745856353591,3.84889638842773
79,"Organic Blackberries, Organic Strawberries,  ",0.004348748408994,0.226519337016575,2.85511271309126
80,"Organic Blueberries, Organic Raspberries,  ",0.004666949512092,0.169230769230769,3.9298219022357
81,"Organic Blueberries, Organic Strawberries,  ",0.005833686890115,0.211538461538462,2.66628959276018
82,"Organic Blueberries, Strawberries,  ",0.003075943996606,0.111538461538462,2.44554561717352
83,"Organic Cilantro, Organic Garlic,  ",0.003182011030972,0.15625,4.64708201892745
84,"Organic Cilantro, Organic Hass Avocado,  ",0.003606279168434,0.177083333333333,2.73247408619749
85,"Organic Cucumber, Organic Hass Avocado,  ",0.005515485787017,0.22707423580786,3.50385580228561
86,"Organic Cucumber, Organic Raspberries,  ",0.003075943996606,0.126637554585153,2.94073611977542
87,"Organic Cucumber, Organic Small Bunch Celery,  ",0.003500212134069,0.14410480349345,6.86171761280932
88,"Organic Cucumber, Organic Strawberries,  ",0.003924480271532,0.161572052401747,2.03649907759849
89,"Organic D'Anjou Pears, Organic Hass Avocado,  ",0.003075943996606,0.202797202797203,3.12925045494604
90,"Organic D'Anjou Pears, Organic Strawberries,  ",0.003606279168434,0.237762237762238,2.99682136045772
91,"Organic Gala Apples, Organic Hass Avocado,  ",0.003394145099703,0.150943396226415,2.32912330543804
92,"Organic Gala Apples, Organic Raspberries,  ",0.003288078065337,0.14622641509434,3.39562226972767
93,"Organic Gala Apples, Organic Strawberries,  ",0.004136614340263,0.183962264150943,2.3187115326405
94,"Organic Garlic, Organic Ginger Root,  ",0.003182011030972,0.094637223974764,6.28337850446528
95,"Organic Garlic, Organic Hass Avocado,  ",0.004985150615189,0.148264984227129,2.28779422470274
96,"Organic Garlic, Organic Italian Parsley Bunch,  ",0.003182011030972,0.094637223974764,5.12781464157511
97,"Organic Garlic, Organic Whole Milk,  ",0.003288078065337,0.097791798107256,2.53989276186007
98,"Organic Garlic, Organic Yellow Onion,  ",0.006364022061943,0.189274447949527,5.15745518863624
99,"Organic Garnet Sweet Potato (Yam), Organic Hass Avocado,  ",0.003182011030972,0.171428571428571,2.64521861117606
100,"Organic Grape Tomatoes, Organic Hass Avocado,  ",0.004879083580823,0.178988326848249,2.76186897794647
101,"Organic Grape Tomatoes, Organic Strawberries,  ",0.004348748408994,0.159533073929961,2.01079922595143
102,"Organic Hass Avocado, Organic Large Extra Fancy Fuji Apple,  ",0.003500212134069,0.054009819967267,2.40190840873298
103,"Organic Hass Avocado, Organic Lemon,  ",0.006364022061943,0.098199672667758,3.54722802264989
104,"Organic Hass Avocado, Organic Raspberries,  ",0.007848960543063,0.121112929623568,2.81244507510098
105,"Organic Hass Avocado, Organic Red Bell Pepper,  ",0.003606279168434,0.055646481178396,2.91463902527732
106,"Organic Hass Avocado, Organic Red Onion,  ",0.003606279168434,0.055646481178396,3.14152709311328
107,"Organic Hass Avocado, Organic Small Bunch Celery,  ",0.003818413237166,0.058919803600655,2.80553489064127
108,"Organic Hass Avocado, Organic Strawberries,  ",0.011773440814595,0.181669394435352,2.28981156515575
109,"Organic Hass Avocado, Organic Tomato Cluster,  ",0.003182011030972,0.049099836333879,2.52958063910279
110,"Organic Hass Avocado, Organic Whole String Cheese,  ",0.003288078065337,0.050736497545008,2.36803811314028
111,"Organic Hass Avocado, Organic Yellow Onion,  ",0.005409418752652,0.083469721767594,2.27442929718173
112,"Organic Hass Avocado, Organic Zucchini,  ",0.00519728468392,0.080196399345336,2.73946251097037
113,"Organic Kiwi, Organic Strawberries,  ",0.003182011030972,0.241935483870968,3.04942211488701
114,"Organic Large Extra Fancy Fuji Apple, Organic Raspberries,  ",0.003075943996606,0.136792452830189,3.17654986522911
115,"Organic Large Extra Fancy Fuji Apple, Organic Strawberries,  ",0.003924480271532,0.174528301886792,2.19980324891535
116,"Organic Lemon, Organic Raspberries,  ",0.003606279168434,0.130268199233716,3.02504576939773
117,"Organic Lemon, Organic Yellow Onion,  ",0.003500212134069,0.126436781609195,3.44521958673842
118,"Organic Peeled Whole Baby Carrots, Organic Strawberries,  ",0.003075943996606,0.194630872483221,2.45318163873237
119,"Organic Raspberries, Organic Strawberries,  ",0.010076368264743,0.233990147783251,2.94927688943916
120,"Organic Red Bell Pepper, Organic Strawberries,  ",0.003818413237166,0.2,2.52085561497326
121,"Organic Small Bunch Celery, Organic Yellow Onion,  ",0.003288078065337,0.156565656565657,4.26618789046535
122,"Organic Strawberries, Organic Tomato Cluster,  ",0.003182011030972,0.040106951871658,2.06627509424038
123,"Organic Strawberries, Organic Whole Milk,  ",0.006257955027577,0.078877005347594,2.04862921877992
124,"Organic Strawberries, Organic Whole String Cheese,  ",0.005091217649555,0.064171122994652,2.99507597818605
125,"Organic Strawberries, Original Hummus,  ",0.00445481544336,0.056149732620321,2.49707395822823
126,"Raspberries, Strawberries,  ",0.004136614340263,0.261744966442953,5.73891056656782
127,"Seedless Red Grapes, Strawberries,  ",0.003288078065337,0.147619047619048,3.2366334440753
128,"Sparkling Lemon Water, Sparkling Water Grapefruit,  ",0.003075943996606,0.322222222222222,13.4420845624385
129,"Bag of Organic Bananas, Organic Baby Spinach, Organic Hass Avocado",0.003182011030972,0.026385224274406,2.7336252138363
130,"Bag of Organic Bananas, Organic Baby Spinach, Organic Strawberries",0.003288078065337,0.02726473175022,2.17840585543282
131,"Bag of Organic Bananas, Organic Lemon, Organic Hass Avocado",0.003075943996606,0.025505716798593,4.00779829961888
132,"Bag of Organic Bananas, Organic Raspberries, Organic Hass Avocado",0.004242681374629,0.035180299032542,4.48216026052438
133,"Bag of Organic Bananas, Organic Hass Avocado, Organic Strawberries",0.003606279168434,0.029903254177661,2.53989081429715
134,"Organic Baby Spinach, Banana, Organic Strawberries",0.003182011030972,0.043731778425656,2.35601832569763
135,"Organic Hass Avocado, Banana, Organic Strawberries",0.003288078065337,0.050736497545008,2.73339256488193
