,lhs,support,confidance,lift
73,"Organic Baby Spinach, Organic Tomato Cluster,  ",0.003182011030971574,0.04373177842565598,2.253022989055107
74,"Organic Baby Spinach, Organic Whole String Cheese,  ",0.004242681374628765,0.05830903790087464,2.7214733135121096
75,"Organic Baby Spinach, Organic Yellow Onion,  ",0.006364022061943148,0.08746355685131196,2.3832555317750552
76,"Organic Baby Spinach, Organic Zucchini,  ",0.006470089096308867,0.08892128279883382,3.037499471838425
77,"Organic Baby Spinach, Yellow Onions,  ",0.003075943996605855,0.042274052478134115,2.002812898310796
78,"Organic Blackberries, Organic Raspberries,  ",0.003182011030971574,0.16574585635359115,3.8488963884277276
79,"Organic Blackberries, Organic Strawberries,  ",0.0043487484089944845,0.2265193370165746,2.8551127130912635
80,"Organic Blueberries, Organic Raspberries,  ",0.004666949512091642,0.16923076923076924,3.9298219022356955
81,"Organic Blueberries, Organic Strawberries,  ",0.005833686890114553,0.21153846153846156,2.6662895927601813
82,"Organic Blueberries, Strawberries,  ",0.003075943996605855,0.11153846153846154,2.4455456171735244
83,"Organic Cilantro, Organic Garlic,  ",0.003182011030971574,0.15625,4.6470820189274455
84,"Organic Cilantro, Organic Hass Avocado,  ",0.0036062791684344504,0.17708333333333334,2.7324740861974903
85,"Organic Cucumber, Organic Hass Avocado,  ",0.005515485787017395,0.22707423580786026,3.503855802285608
86,"Organic Cucumber, Organic Raspberries,  ",0.003075943996605855,0.12663755458515283,2.940736119775421
87,"Organic Cucumber, Organic Small Bunch Celery,  ",0.0035002121340687313,0.14410480349344976,6.861717612809315
88,"Organic Cucumber, Organic Strawberries,  ",0.003924480271531608,0.1615720524017467,2.0364990775984864
89,"Organic D'Anjou Pears, Organic Hass Avocado,  ",0.003075943996605855,0.2027972027972028,3.129250454946036
90,"Organic D'Anjou Pears, Organic Strawberries,  ",0.0036062791684344504,0.23776223776223776,2.996821360457724
91,"Organic Gala Apples, Organic Hass Avocado,  ",0.0033941450997030122,0.1509433962264151,2.329123305438038
92,"Organic Gala Apples, Organic Raspberries,  ",0.003288078065337293,0.14622641509433962,3.3956222697276695
93,"Organic Gala Apples, Organic Strawberries,  ",0.004136614340263046,0.18396226415094338,2.3187115326405
94,"Organic Garlic, Organic Ginger Root,  ",0.003182011030971574,0.09463722397476342,6.2833785044652775
95,"Organic Garlic, Organic Hass Avocado,  ",0.004985150615188799,0.14826498422712933,2.2877942247027416
96,"Organic Garlic, Organic Italian Parsley Bunch,  ",0.003182011030971574,0.09463722397476342,5.127814641575112
97,"Organic Garlic, Organic Whole Milk,  ",0.003288078065337293,0.09779179810725552,2.539892761860069
98,"Organic Garlic, Organic Yellow Onion,  ",0.006364022061943148,0.18927444794952683,5.15745518863624
99,"Organic Garnet Sweet Potato (Yam), Organic Hass Avocado,  ",0.003182011030971574,0.17142857142857143,2.645218611176058
100,"Organic Grape Tomatoes, Organic Hass Avocado,  ",0.00487908358082308,0.17898832684824903,2.7618689779464676
101,"Organic Grape Tomatoes, Organic Strawberries,  ",0.0043487484089944845,0.15953307392996108,2.0107992259514345
102,"Organic Hass Avocado, Organic Large Extra Fancy Fuji Apple,  ",0.0035002121340687313,0.05400981996726677,2.4019084087329765
103,"Organic Hass Avocado, Organic Lemon,  ",0.006364022061943148,0.09819967266775777,3.547228022649886
104,"Organic Hass Avocado, Organic Raspberries,  ",0.007848960543063216,0.12111292962356791,2.812445075100981
105,"Organic Hass Avocado, Organic Red Bell Pepper,  ",0.0036062791684344504,0.055646481178396066,2.914639025277323
106,"Organic Hass Avocado, Organic Red Onion,  ",0.0036062791684344504,0.055646481178396066,3.1415270931132824
107,"Organic Hass Avocado, Organic Small Bunch Celery,  ",0.003818413237165889,0.058919803600654665,2.805534890641274
108,"Organic Hass Avocado, Organic Strawberries,  ",0.011773440814594823,0.18166939443535188,2.289811565155745
109,"Organic Hass Avocado, Organic Tomato Cluster,  ",0.003182011030971574,0.049099836333878884,2.5295806391027873
110,"Organic Hass Avocado, Organic Whole String Cheese,  ",0.003288078065337293,0.05073649754500818,2.368038113140283
111,"Organic Hass Avocado, Organic Yellow Onion,  ",0.005409418752651676,0.08346972176759411,2.2744292971817264
112,"Organic Hass Avocado, Organic Zucchini,  ",0.005197284683920237,0.0801963993453355,2.7394625109703736
113,"Organic Kiwi, Organic Strawberries,  ",0.003182011030971574,0.24193548387096775,3.0494221148870104
114,"Organic Large Extra Fancy Fuji Apple, Organic Raspberries,  ",0.003075943996605855,0.13679245283018868,3.17654986522911
115,"Organic Large Extra Fancy Fuji Apple, Organic Strawberries,  ",0.003924480271531608,0.17452830188679244,2.1998032489153463
116,"Organic Lemon, Organic Raspberries,  ",0.0036062791684344504,0.13026819923371646,3.025045769397731
117,"Organic Lemon, Organic Yellow Onion,  ",0.0035002121340687313,0.1264367816091954,3.445219586738422
118,"Organic Peeled Whole Baby Carrots, Organic Strawberries,  ",0.003075943996605855,0.19463087248322147,2.453181638732369
119,"Organic Raspberries, Organic Strawberries,  ",0.010076368264743318,0.23399014778325122,2.9492768894391608
120,"Organic Red Bell Pepper, Organic Strawberries,  ",0.003818413237165889,0.2,2.520855614973262
121,"Organic Small Bunch Celery, Organic Yellow Onion,  ",0.003288078065337293,0.15656565656565657,4.266187890465347
122,"Organic Strawberries, Organic Tomato Cluster,  ",0.003182011030971574,0.04010695187165775,2.0662750942403783
123,"Organic Strawberries, Organic Whole Milk,  ",0.006257955027577429,0.07887700534759358,2.0486292187799235
124,"Organic Strawberries, Organic Whole String Cheese,  ",0.005091217649554518,0.0641711229946524,2.9950759781860534
125,"Organic Strawberries, Original Hummus,  ",0.004454815443360204,0.05614973262032085,2.497073958228231
126,"Raspberries, Strawberries,  ",0.004136614340263046,0.261744966442953,5.7389105665678155
127,"Seedless Red Grapes, Strawberries,  ",0.003288078065337293,0.14761904761904762,3.2366334440753044
128,"Sparkling Lemon Water, Sparkling Water Grapefruit,  ",0.003075943996605855,0.32222222222222224,13.442084562438547
129,"Bag of Organic Bananas, Organic Baby Spinach, Organic Hass Avocado",0.003182011030971574,0.026385224274406333,2.7336252138362958
130,"Bag of Organic Bananas, Organic Baby Spinach, Organic Strawberries",0.003288078065337293,0.02726473175021988,2.178405855432822
131,"Bag of Organic Bananas, Organic Lemon, Organic Hass Avocado",0.003075943996605855,0.02550571679859279,4.00779829961888
132,"Bag of Organic Bananas, Organic Raspberries, Organic Hass Avocado",0.004242681374628765,0.03518029903254178,4.482160260524377
133,"Bag of Organic Bananas, Organic Hass Avocado, Organic Strawberries",0.0036062791684344504,0.029903254177660512,2.539890814297147
134,"Organic Baby Spinach, Banana, Organic Strawberries",0.003182011030971574,0.04373177842565598,2.3560183256976264
135,"Organic Hass Avocado, Banana, Organic Strawberries",0.003288078065337293,0.05073649754500818,2.733392564881927
